cwd,job,run,basis,external_force,ix_c,ix_n,system,frame,t,error,msg,type,time,d
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.8690,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.8690,False,,,4.999,0.255544
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.8255,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.8255,False,,,4.999,0.265331
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.7995,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.7995,False,,,4.999,0.274838
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.7380,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.7380,False,,,4.999,0.297706
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.6360,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.6360,False,,,4.999,0.31114
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.5655,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.5655,False,,,4.999,0.304485
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.4935,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.4935,False,,,4.999,0.331058
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.4580,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.4580,False,,,4.999,0.306834
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.3830,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.3830,False,,,4.999,0.357286
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.4020,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.4020,False,,,4.999,0.348264
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.2960,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.2960,False,,,4.999,0.364733
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.2775,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.2775,False,,,4.999,0.370418
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.2285,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.2285,False,,,4.999,0.391716
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.2130,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.2130,False,,,4.999,0.38431
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.1745,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.1745,False,,,4.999,0.414988
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.1200,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.1200,False,,,4.999,0.418788
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.0875,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.0875,False,,,4.999,0.415746
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.0780,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.0780,False,,,4.999,0.419497
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.0260,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.0260,False,,,4.999,0.465142
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.0455,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.0455,False,,,4.999,0.461537
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.4280,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.4280,False,,,4.999,0.143204
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.3810,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.3810,False,,,4.999,0.156679
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.3380,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.3380,False,,,4.999,0.149634
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.2565,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.2565,False,,,4.999,0.151742
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.2030,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.2030,False,,,4.999,0.14683
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.1210,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.1210,False,,,4.999,0.132848
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.1210,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.1210,False,,,4.999,0.132848
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.1240,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.1240,False,,,4.999,0.149747
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.0575,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.0575,True,"MPI rank:    22 (out of 40)\n\nFatal error:\n1 particles communicated to PME rank 22 are more than 2/3 times the cut-off\nout of the domain decomposition cell of their charge group in dimension x.\nThis usually means that your system is not well equilibrated.\n\nFor more information and tips for troubleshooting, please check the GROMACS\nwebsite at http://www.gromacs.org/Documentation/Errors\n",Error.SlurmError,2.398,0.150416
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9845,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9845,False,,,4.999,0.17978
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.0115,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.0115,False,,,4.999,0.192742
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.0120,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.0120,False,,,4.999,0.185482
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9965,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9965,False,,,4.999,0.204518
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.0055,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.0055,False,,,4.999,0.217753
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-1.0210,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,1.0210,False,,,4.999,0.178452
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9505,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9505,False,,,4.999,0.200904
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9480,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9480,False,,,4.999,0.240637
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9455,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9455,False,,,4.999,0.247576
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9435,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9435,False,,,4.999,0.240506
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9415,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9415,False,,,4.999,0.247163
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9395,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9395,False,,,4.999,0.25071
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9375,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9375,False,,,4.999,0.247038
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9360,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9360,False,,,4.999,0.241454
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9345,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9345,False,,,4.999,0.235816
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9150,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9150,False,,,4.999,0.252746
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9000,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9000,False,,,4.999,0.244965
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9075,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9075,False,,,4.999,0.244022
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.9170,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.9170,False,,,4.999,0.253744
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.8835,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.8835,False,,,4.999,0.245454
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-95,wethyd-conf-0.8780,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,95,0.8780,False,,,4.999,0.232018
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.8700,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.8700,False,,,4.999,0.240402
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.8215,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.8215,False,,,4.999,0.299043
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.7895,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.7895,False,,,4.999,0.294212
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.6885,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.6885,False,,,4.999,0.324936
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.6515,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.6515,False,,,4.999,0.306173
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.6450,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.6450,False,,,4.999,0.317384
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.6125,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.6125,False,,,4.999,0.307544
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.5120,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.5120,False,,,4.999,0.345105
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.4180,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.4180,False,,,4.999,0.351504
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.4385,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.4385,False,,,4.999,0.348522
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.3640,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.3640,False,,,4.999,0.358107
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.3395,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.3395,False,,,4.999,0.38506
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.2965,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.2965,False,,,4.999,0.391517
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.2230,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.2230,False,,,4.999,0.422441
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.2380,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.2380,False,,,4.999,0.411166
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.1855,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.1855,False,,,4.999,0.414524
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.1370,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.1370,False,,,4.999,0.455499
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.0585,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.0585,False,,,4.999,0.452358
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.0690,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.0690,False,,,4.999,0.443354
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.0085,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.0085,False,,,4.999,0.478877
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.5415,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.5415,False,,,4.999,0.146144
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.4735,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.4735,False,,,4.999,0.144027
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.3975,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.3975,False,,,4.999,0.150386
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.4140,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.4140,False,,,4.999,0.145597
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.3855,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.3855,False,,,4.999,0.152967
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.3270,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.3270,False,,,4.999,0.149646
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.2700,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.2700,False,,,4.999,0.145118
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.2390,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.2390,False,,,4.999,0.159633
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.2495,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.2495,False,,,4.999,0.155028
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.2300,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.2300,False,,,4.999,0.154135
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1955,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1955,False,,,4.999,0.156997
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1930,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1930,False,,,4.999,0.14309
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1775,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1775,False,,,4.999,0.151559
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1820,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1820,False,,,4.999,0.153078
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1260,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1260,False,,,4.999,0.236121
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1290,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1290,False,,,4.999,0.232515
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1325,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1325,False,,,4.999,0.234426
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1345,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1345,False,,,4.999,0.244008
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1220,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1220,False,,,4.999,0.234461
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.0365,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.0365,False,,,4.999,0.258926
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.1020,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.1020,False,,,4.999,0.236673
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.0450,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.0450,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.0740,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.0740,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-1.0575,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,1.0575,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.9530,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.9530,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.9750,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.9750,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.9370,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.9370,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.9895,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.9895,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.8895,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.8895,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-93,wethyd-conf-0.9095,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,93,0.9095,False,,,0.0,
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.4875,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.4875,False,,,4.999,0.263206
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3735,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3735,False,,,4.999,0.27228
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3775,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3775,False,,,4.999,0.284532
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3830,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3830,False,,,4.999,0.28148
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3880,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3880,False,,,4.999,0.276254
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3150,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3150,False,,,4.999,0.288312
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.3390,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.3390,False,,,4.999,0.284166
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.2995,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.2995,False,,,4.999,0.281011
/hits/fast/mbm/buhrjk/phd/col-hydrolysis/qmmm/hydrolysis/run_6/f-603/ixs-178-180/single/frame-98,wethyd-conf-0.2430,run_6,TZV2P-MOLOPT-GTH,603,178,180,single,98,0.2430,False,,,4.999,0.297236
